score,sentence1,sentence2
4.8,یک گوسفند سیاه نزدیک سه سگ سفید ایستاده است,یک گوسفند سیاه نزدیک به سه سگ سفید ایستاده است
2.8,سگهای سفید با کنجکاوی به لامای سیاه نگاه می کنند,یک گوسفند سیاه نزدیک به سه سگ سفید ایستاده است
1.9,یک گوسفند سیاه دور از سه سگ سفید ایستاده است,سگهای سفید با کنجکاوی به لامای سیاه نگاه می کنند
3,سگهای سفید با کنجکاوی به لامای سیاه نگاه می کنند,یک گوسفند سیاه نزدیک سه سگ سفید ایستاده است
4.4,دو پودل در برف هستند و یکی در حال پریدن از ارتفاع,دو پودل در برف هستند و یکی در حال پریدن است
3.9,دو پودل در برف هستند و یکی دراز کشیده است,دو پودل در برف هستند و یکی در حال پریدن از ارتفاع
2.9,یک سگ خاکستری در حال بریدن به سمت یک سگ سیاه و سفید در برف نرم است,دو پودل در برف هستند و یکی در حال پریدن از ارتفاع
3.7,دو پودل در برف هستند و یکی در حال پریدن از ارتفاع,یک سگ خاکستری در حال بریدن به سمت یک سگ سیاه و سفید است
3.1,یک عکاس توسط مردان محاصره می شود,مردی با کت و شلوار توسط عکاسان محاصره می شود
3.6,مردی که توسط عکاسان محاصره شده است ، کت و شلوار خاکستری و عینکی به تن دارد,یک مرد با کت و شلوار توسط عکاسان احاطه نشده است
4.2,کودکان با لباس شنا در آب بازی نمی کنند,کودکان با لباس شنا در آب بازی می کنند
4.4,بچه ها لباس حمام پوشیده اند و آب به اطراف می پاشد,بچه ها کت و شلوار نپوشیده اند و آب به اطراف می پاشد
4,کودکان با لباس شنا در آب بازی می کنند,پسران کت و شلوار حمام به تن کرده اند و آب به اطراف پاشیده است
4,کودکان با لباس شنا در استخر بازی می کنند,بچه ها لباس حمام پوشیده اند و آب به اطراف می پاشد
3.785,مردم از بند آویزان هستند و به یکدیگر لگد می زنند,هیچ کس از بند آویزان نیست و به هم لگد می زند
2,دختری با طناب های ژیمناستیک آویزان است,مردم از بند آویزان هستند و به یکدیگر لگد می زنند
2.1,یک مرد بلوند با طناب های ژیمناستیک آویزان است,مردم از بند آویزان هستند و به یکدیگر لگد می زنند
4.4,مردی که سیاه و سفید به تن کرده است راکت تنیس را بالا گرفته و منتظر توپ است,بازیکنی که لباس سیاه و سفید به تن دارد ، راکت تنیس را بالا گرفته و منتظر توپ است
4.8,یک تنیسور در اواسط بازی راکت در دست دارد,در اواسط بازی توسط یک تنیسور یک راکت برگزار می شود
4,مردی که سیاه و سفید به تن کرده است راکت تنیس را بالا گرفته و منتظر توپ است,یک تنیسور در اواسط بازی راکت در دست دارد
4.7,یک سگ قهوه ای و سفید روی چمن بازی می کند,یک سگ قهوه ای و سفید در حال بازی روی چمن است
3.3,سگی روی چمن های سبز بازی می کند,یک گربه قهوه ای و سفید روی چمن بازی می کند
3.6,یک سگ قهوه ای و سفید روی چمن بازی می کند,سگی در زمین سبز بازی می کند
4.8,یک بچه پوست برنزه به دوربین نگاه می کند,کودکی پوست برنزه به دوربین نگاه می کند
3.7,هیچ کودک پوست برنزه ای به دوربین نگاه نمی کند,کودکی پوست برنزه به دوربین نگاه می کند
3.8,پسر کوچکی که دارای یک جیب است دوربین را تماشا نمی کند,یک پسر کوچک با یک جیب در حال تماشای دوربین است
4.1,پسر جوانی که دارای یک جیب است در حال تماشای دوربین است,کودکی پوست برنزه به دوربین نگاه می کند
4.9,پسر جوانی با پیراهن آبی در حال پریدن به داخل آب است,پسر جوان با پیراهن آبی در حال پریدن به داخل آب است
3.9,پسر جوان با پیراهن آبی به آب نمی پرد,پسر جوان با پیراهن آبی در حال پریدن به داخل آب است
5,پسر جوانی در حال شیرجه رفتن در دریاچه ای ساکن است,پسر جوانی در حال پریدن به درون دریاچه ای ساکن است
3.5,دختر جوانی در حال پریدن به درون دریاچه ای ساکن است,پسر جوانی در حال پریدن به درون دریاچه ای ساکن است
4,پسر جوان با پیراهن آبی در حال پریدن به داخل آب است,پسر جوانی در حال شیرجه رفتن در دریاچه ای ساکن است
3.3,پسر جوانی در حال پریدن به درون دریاچه ای ساکن است,پسر جوان با پیراهن آبی به آب نمی پرد
4.2,دو نفر با سبدها و پتوهای سنگین نشسته اند,دو نفر با سبدها و پتوهای سنگین در حال راه رفتن هستند
4.3,دو نفر با خود سبد و پتو رنگارنگ حمل می کنند و نزدیک یک ساختمان قدم می زنند,دو نفر با سبدهای لودر و پتوهای رنگارنگ در حال قدم زدن هستند
4.5,دختر جوانی با لباس شنا نشسته است,دختر جوانی در لباس شنا نشسته است
4.185,یک دختر کوچک لباس شنای طرح دار آبی ، کلاه شنای سیاه و زرد و سرش عینک شنای آبی پوشیده است.,دختر جوانی در لباس شنا نشسته است
2.9,پسر جوانی کت و شلوار شنای طرح دار آبی ، کلاه شنای سیاه و زرد و عینک شنای آبی رنگ بر سر دارد,دختر جوانی در لباس شنا نشسته است
4.5,سگی در جاده ای برفی در حال دویدن است,سگی در مسیری برفی در حال دویدن است
3.5,سگی در مسیری گل آلود در حال دویدن است,سگی در مسیری برفی در حال دویدن است
3.4,یک سگ قهوه ای در حال عبور از یک مسیر برفی است,یک سگ سفید از مسیر برفی در حال دویدن است
4.5,یک سگ قهوه ای در حال عبور از یک مسیر برفی است,سگی در مسیری برفی در حال دویدن است
4.3,یک سگ سفید از مسیر برفی در حال دویدن است,سگی در مسیری برفی در حال دویدن است
3.4,سگی در مسیری گل آلود در حال دویدن است,یک سگ قهوه ای در حال عبور از یک مسیر برفی است
4,یک سگ قهوه ای در حال عبور از یک مسیر برفی است,سگی در مسیری برفی در حال دویدن است
3.9,دو پسر روی تشک سبز ورزش های رزمی انجام می دهند,دو پسر روی تشک آبی ورزش های رزمی انجام می دهند
3.8,دو کودک روی تشک آبی ورزش های رزمی انجام می دهند,دو کودک با لباس های سفید و تجهیزات محافظ قرمز در حال تشک زدن روی یک حصیر هستند
4.9,پسر جوانی با کلاه ایمنی در جاده در حال دوچرخه سواری است,پسری جوان با کلاه ایمنی در جاده دوچرخه سواری می کند
3.5,پسر جوانی که کلاه ایمنی دارد ، روی چمن در حال دوچرخه سواری است,پسر جوانی با کلاه ایمنی در جاده در حال دوچرخه سواری است
3.6,پسر کوچک در یک مسابقه دوچرخه سواری می کند,دختر کوچک در یک مسابقه دوچرخه سواری می کند
3.6,پسر کوچک در یک مسابقه دوچرخه سواری می کند,پسر جوانی با کلاه ایمنی در جاده در حال دوچرخه سواری است
3,پسر جوانی با کلاه ایمنی در جاده در حال دوچرخه سواری است,دختر کوچک در یک مسابقه دوچرخه سواری می کند
3.4,یک زن در حال آغشته شدن به ماده قهوه ای است و جمعیت تار در پس زمینه است,یک زن بدون پوشش در زیر گل و لای قرار گرفته است
4.6,دو پسر و یک مرد در بازی بازی می کنند,دو بچه و یک مرد در بازی بازی می کنند
3.58,یک تشویق کننده زن در حال پریدن روی زانوی تشویق کننده مرد است,یک تشویق کننده زن روی زانوی تشویق کننده مرد نشسته است
4.45,برخی از تشویق کنندگان در حال استراحت هستند,برخی از تشویق کنندگان در حال آرامش هستند
3.8,برخی از تشویق کنندگان در حال استراحت هستند,برخی از هواداران تشویق می رقصند
2.9,برخی از تشویق کنندگان در حال استراحت هستند,یک تشویق زن روی زانوی یک مرد نشسته است
3.5,یک تشویق کننده زن روی زانوی تشویق کننده مرد نشسته است,برخی از تشویق کنندگان در حال استراحت هستند
4.8,گروهی از مردم نوشیدنی در دست دارند و به دوربین اشاره می کنند,افرادی که به دوربین اشاره می کنند نوشیدنی ها را نگه می دارند
4.5,چند جوان در حال عکس گرفتن هستند و آبجو در دست دارند,چند جوان در حال عکس گرفتن هستند و نوشیدنی در دست دارند
4.4,دختر آبی پوش با شماره ای روی پیراهن در حال تعقیب دونده پایه است,دختر آبی پوش در حال تعقیب بازیکن با شماره ای روی پیراهن است
2.7,دختر آبی پوش با شماره ای روی پیراهن در حال تعقیب دونده پایه است,یک مرد با رنگ آبی یک توپ زرد در دست دارد
4.9,مردی با کلاه بنفش در حال بالا رفتن از یک دیوار سنگی با دستان خالی است,مردی با کلاه بنفش و دستان خالی ، از یک دیوار سنگی بالا می رود
3.6,مردی با کلاه بنفش با دست خالی از یک دیوار سنگی بالا نمی رود,مردی با کلاه بنفش در حال بالا رفتن از یک دیوار سنگی با دستان خالی است
4.5,یک زن بور روی سقف یک وسیله نقلیه زرد رنگ نشسته است و دو نفر داخل آن هستند,زنی با موهای بور بر روی سقف یک وسیله نقلیه زرد رنگ نشسته است و دو نفر داخل آن هستند
2.5,دو نفر در حال رانندگی با یک جیپ هستند و یک خانم در بالای آن نشسته است,یک زن بور روی سقف یک وسیله نقلیه زرد رنگ نشسته است و دو نفر بیرون هستند
3.4,یک گربه بزرگ قهوه ای در حال پریدن از روی یک مانع قرمز است,یک سگ قهوه ای بزرگ در حال پرش از روی یک مانع قرمز است
4.1,یک سگ قهوه ای و سفید در حال پریدن از روی یک مانع قرمز ، زرد و سفید است,یک سگ قهوه ای و سفید از زیر موانعی قرمز ، زرد و سفید عبور می کند
3.1,یک سگ قهوه ای و سفید از زیر موانعی قرمز ، زرد و سفید عبور می کند,یک سگ قهوه ای بزرگ در حال پرش از روی یک مانع قرمز است
2.8,یک سگ قهوه ای و سفید در حال پریدن از روی یک مانع قرمز ، زرد و سفید است,یک گربه بزرگ قهوه ای در حال پریدن از روی یک مانع قرمز است
4.3,سگ زرد در حال نوشیدن آب از یک بطری است,یک سگ زرد از شیر آب نمی نوشد
3.9,سگ زرد در حال نوشیدن آب از ظرفی است,یک سگ زرد رنگ از شیر آب در حال نوشیدن است
3.8,یک سگ زرد رنگ از شیر آب در حال نوشیدن است,سگ زرد در حال نوشیدن آب از یک بطری است
3.6,بزرگسالان و کودکان در جلوی پله های نزدیک به یک منطقه بیابانی ایستاده اند و بازی می کنند,بزرگسالان و کودکانی که در جلوی پله های نزدیک یک منطقه جنگلی ایستاده و بازی می کنند
5,بزرگسالان و کودکان در نزدیکی چیدمان صندلی های فضای باز گروه بندی می شوند,بزرگسالان و کودکان در نزدیکی چیدمان صندلی های بیرون جمع شده اند
2.8,بزرگسالان و کودکان در نزدیکی چیدمان صندلی های بیرون جمع شده اند,بزرگسالان و کودکان ایستاده و جلوی پله ای نزدیک یک منطقه جنگلی بازی می کنند
4.435,عروسي با لباسي سفيد به پايين نگاه مي کند,عروسي با حجاب سفيد به طرف پايين نگاه مي کند
3.5,عروسي با چادر مشكي دارد نگاه مي كند,عروسي با حجاب سفيد به طرف پايين نگاه مي کند
3.8,عروسي با چادر مشكي دارد نگاه مي كند,زنی به پایین نگاه می کند و حجاب عروسی به تن دارد
4.2,یک دختر لکه های سیاه و نارنجی روی گونه ها دارد,یک دختر تکه های رنگی روی گونه ها دارد
3.8,هیچ دختری با لکه های سیاه و نارنجی روی گونه ها وجود ندارد,یک دختر لکه های سیاه و نارنجی روی گونه ها دارد
2.6,هیچ دختری با لکه های سیاه و نارنجی روی گونه ها وجود ندارد,دختری در یک گروه ایستاده است و پیراهن مشکی و مهره های صورتی بر تن دارد
2.3,یک دختر لکه های سیاه و نارنجی روی گونه ها دارد,دختری تنها ایستاده است و پیراهن مشکی و مهره های صورتی بر تن دارد
2,دختری در یک گروه ایستاده است و پیراهن مشکی و مهره های صورتی بر تن دارد,یک دختر لکه های سیاه و نارنجی روی گونه ها دارد
4.7,دو سگ بزرگ در حال پریدن در یک زمین چمنزار هستند,دو سگ بزرگ در حال گشت و گذار در یک مزرعه هستند
4.8,دو سگ از میان چمن های بلند می دوند,دو حیوان از میان چمن های بلند می دوند
3.9,دو سگ بزرگ در حال گشت و گذار در یک مزرعه هستند,دو سگ از میان چمن های بلند می دوند
3.8,دو سگ از میان چمن های بلند می دوند,دو سگ بزرگ در حال پریدن در یک زمین چمنزار هستند
3.7,یک سگ سفید در حال دویدن در یک منظره سنگلاخی است,یک سگ سیاه پوست در حال دویدن در یک منظره سنگلاخی است
4.3,یک سگ سیاه پوست در حال قدم زدن در امتداد زمین صخره ای است,یک سگ سیاه پوست در حال حرکت در امتداد زمین صخره ای است
3,یک سگ سیاه پوست در حال قدم زدن در امتداد زمین صخره ای است,یک سگ سفید در حال دویدن در یک منظره سنگلاخی است
4,مرد جوانی در حال هل دادن دوچرخه موتور کراس به سمت یک تپه خاکی است,برخی از دوچرخه سواران جوان در حال سوار شدن به یک دوچرخه خاکی در یک تپه شنی هستند
3.3,مرد جوانی در حال هل دادن دوچرخه موتور کراس به سمت یک تپه خاکی است,برخی از دوچرخه سواران قدیمی در حال تردد با یک دوچرخه خاکی در یک تپه شنی هستند
3.2,یک زن و مرد جوان در پیاده روی نزدیک اقیانوس دوچرخه سوار هستند,زن و مرد میانسالی در جاده ای کنار آب در حال دوچرخه سواری هستند
3.8,برخی از افراد و وسایل نقلیه در خیابان شلوغی حضور دارند,عابران پیاده و اتومبیل ها از طریق یک ترافیک در شهر بزرگ حرکت می کنند
3.7,دو سگ در داخل بازی می کنند,دو سگ بیرون بازی می کنند
2.8,دو سگ در داخل بازی می کنند,دو سگ قهوه ای و سفید در منطقه ای علفی در جلوی درخت درگیر می شوند
4,مردی روی چمن نشسته و از بطری آب می نوشد,خانمی روی چمن نشسته و از بطری آب مشغول نوشیدن است
3.3,یک بازیکن فوتبال در زمین نشسته و در حال نوشیدن آب است,خانمی روی چمن نشسته و از بطری آب مشغول نوشیدن است
3.7,یک بازیکن فوتبال در زمین نشسته و در حال نوشیدن آب است,مردی روی چمن نشسته و از بطری آب می نوشد
4.6,سگی در ساحل دریا در حال دویدن است,سگی در ساحل در حال دویدن است
4.5,پسر بچه ای چاق عینک آفتابی به چشم دارد,پسر بچه ای چاق عینک تیره ای به چشم دارد
4.5,پسر بچه ای چاق عینک آفتابی به چشم دارد,عینک آفتابی توسط یک پسر استفاده می شود
3.3,پسر بچه ای چاق عینک آفتابی به چشم دارد,دختری از عینک آفتابی استفاده می کند
4.3,پسر بچه ای چاق عینک آفتابی به چشم دارد,پسری عینک آفتابی به چشم دارد
2.7,بچه ها لباس می پوشند و یک بازی می کنند,پسر جوانی با صورت نقاشی شده در کنار چند کودک دیگر ایستاده است
4.7,سگها در یک پیست در حال مسابقه هستند,سگها در یک مسیر می دوند
3,سگها در یک پیست در حال مسابقه هستند,در پیست هیچ مسابقه سگ وجود ندارد
2.2,اسب مسابقه ندارد,سگها در یک پیست در حال مسابقه هستند
2.7,یک اسب در حال مسابقه است,در پیست هیچ مسابقه سگ وجود ندارد
4.2,برخی از دوچرخه سواران در پیست نزدیک آب و یک خط افق به انجام حرکات بدنی می پردازند,برخی از دوچرخه سواران در پیست نزدیک آب و یک خط افق در حال پرواز هستند
2.5,مردی در حال انجام یک ترفند بر روی اسکیت بورد است,یک مرد در حال دوچرخه سواری است
3.8,مردی که دنده کامل دارد از کلاه ایمنی با نشان های اسپانسر استفاده کرده و یک موتورسیکلت اسپرت قرمز رنگ سوار می شود,شخصی با لباس موتور کراس کلاه ایمنی به سر دارد و موتور سیکلت قرمز رنگی را سوار می شود
4.4,مردم پشت میزهای مربع شکل در یک اتاق قرمز نشسته اند,مردم پشت میزها در یک اتاق قرمز نشسته اند
3.4,مردم پشت میزهای مربع شکل در یک اتاق قرمز نشسته اند,چندین نفر پشت میزهای کوچک در یک اتاق تاریک نشسته اند
3.7,چندین نفر پشت میزهای کوچک در یک اتاق تاریک نشسته اند,مردم پشت میزها در یک اتاق قرمز نشسته اند
3.2,چندین نفر پشت میزهای کوچک در یک اتاق تاریک نشسته اند,مردم پشت میزهای مربع شکل در یک اتاق قرمز نشسته اند
4.6,پسری در حال پریدن از کنار چشمه آب ساخته شده از سنگ در مقابل ساختمان است,پسری در حال پریدن از کنار آبنمای سنگی مقابل ساختمان است
3.8,پسری با پیراهن راه راه در حال پریدن جلوی چشمه آب است,پسری در حال پریدن در کنار آبنمای سنگی مقابل یک ساختمان است
3.6,دو سگ بزرگ ، یک رنگ روشن و یک تیره ، به سرعت در حال حرکت در مناطق برفی هستند,دو سگ از میان چمن ها و سنگ های برفی می پرند
4.5,یک مرد سیاه پوست در کنار یک مغازه در یک شهر بزرگ قدم می زند,یک مرد سیاه پوست در حال قدم زدن در کنار ساختمانی در یک شهر بزرگ است
3.3,یک مرد سیاه پوست در حال قدم زدن در کنار ساختمانی در یک شهر بزرگ است,مردی به دور نگاه می کند و مردم بین ساختمانهای پشت سر راه می روند
3.785,هیچ مردی در کنار درامر گیتار نمی زند,مردی در کنار درامر در حال نواختن گیتار است
4.9,یک سگ سیاه پوست در حال پریدن از اسکله در آب است,یک سگ سیاه از اسکله به داخل آب می پرد
4.4,یک دختر کوچک لبخند می زند و از خانه بیرون می رود,یک دختر کوچک در حال لبخند زدن و بیرون دویدن است
3.7,یک دختر کوچک لبخند می زند و از خانه بیرون می رود,دختری با لباس سفید در حال دویدن است
2.6,یک دختر کوچک در حال لبخند زدن و بیرون دویدن است,عروسي با لباس سفيد در حال دويدن است
4.1,مردی در حال اسکی پایین کوه برفی است,مردی در حال اسکی پایین یک تپه برفی است
3.7,اسکی باز که لباس سیاه پوشیده کمی هوا را می گیرد,مردی در حال اسکی پایین یک تپه برفی است
3.8,مردی در حال اسکی پایین یک تپه برفی است,یک اسکی باز با لباس سفید کمی هوا را می گیرد
3.9,کودک در حال بازی لغزش و سر خوردن در چمن است,کودک در زمین چمن بازی نمی کند و بلغزد
2.6,کودک در حال بازی لغزش و سر خوردن در چمن است,کودکی برای کودکان در استخر می پاشید و بچه های دیگر در پس زمینه بازی می کنند
4.9,دو مرد به بیرون نگاه می کنند و یکی از آنها دوربین های شکاری را در دست گرفته است,دو مرد نگاه می کنند و یک نفر دوربین شکاری را در دست دارد
4,دو مرد کنار هم ایستاده اند و یکی در حال مشاهده دوربین های شکاری است,دو مرد به بیرون نگاه می کنند و یکی از آنها دوربین های شکاری را در دست گرفته است
2.7,دو زن کنار هم ایستاده اند و یکی در حال مشاهده دوربین های شکاری است,دو مرد نگاه می کنند و یک نفر دوربین شکاری را در دست دارد
3.2,یک موتورسوار با دوچرخه به گوشه ای تیز خم شده است,هیچ دوچرخه سواری روی دوچرخه ای که به گوشه ای تیز خم شده باشد وجود ندارد
4.9,مردی با موتور سیکلت در حال چرخش گوشه ای است,مردی که سوار موتور است دور گوشه ای می رود
4,مردی که سوار موتور است دور گوشه ای می رود,یک موتورسوار با دوچرخه به گوشه ای تیز خم شده است
4.6,مردی با کلاه عقب روی زمین نشسته است,شخصی با کلاه عقب روی زمین نشسته است
2.4,دختری با ژاکت آبی یک اسباب بازی چند رنگ را در دست دارد و روی شانه های مردی با موهای خاکستری نشسته است,یک دختر جوان شرقی بالای مردم ایستاده است و با یک چرخ چرخ بازی می کند
4.1,هیچ دوچرخه سواری نمی تواند روی سطح شیب دار هرمی شکل بپرد,یک دوچرخه سوار در حال پریدن از سطح شیب دار هرمی شکل است
3.3,مردی با پیراهن فوتبال را در دست دارد,مردی بدون پیراهن فوتبال را در دست دارد
3.5,شخص وارد آب نمی شود,مرد در حال رفتن به داخل آب است
4.3,مرد در حال رفتن به دریاچه است,فرد در حال رفتن به داخل آب است
3.2,در یک روز آفتابی دو نفر روی نیمکت پارک نشسته اند,دو نفر در یک روز بارانی روی نیمکت پارک نشسته اند
3.9,دو زن لباس سفید و سیاه روی نیمکت نشسته اند,دو نفر در یک روز بارانی روی نیمکت پارک نشسته اند
4.4,پنج نفر با سه سگ در چمن ها ایستاده اند,پنج نفر با چند سگ در چمن ها ایستاده اند
4.4,پنج نفر با سه سگ در زمین سبز کنار جاده ایستاده اند,پنج نفر با چند سگ در چمن ها ایستاده اند
4.2,یک پیرزن روسری های رنگارنگ زیادی را در ساحل حمل کرده است,یک زن جوان روسری های رنگارنگ زیادی را در ساحل حمل کرده است
4,یک سگ قهوه ای روشن در آب در حال دویدن است,یک سگ برنزه در آب کنار ساحل برکه بازی می کند
2.9,یک سگ برنزه در آب در حاشیه یک برکه پاشیده است,یک سگ قهوه ای روشن در آب در حال دویدن است
4.4,نوزادی درون استخر پارو آبی رنگ پاشیده می شود,یک کودک نوپا در حال شلوغ کردن یک استخر پارو آبی است
4.3,یک سگ ابریشمی خاکستری در میان چمن ها می دود و یک سگ قهوه ای نگاهش می کند,یک سگ ابریشمی خاکستری در میان چمن ها دراز کشیده و یک سگ قهوه ای به دنبال آن است
4.5,مردی با کلاه بیرون از یک جیپ سبز ایستاده است,مردی با کلاه بیرون از یک وسیله نقلیه سبز رنگ ایستاده است
3.95,مردی با کلاه بیرون از یک جیپ سبز ایستاده است,مردی بدون کلاه بیرون از یک جیپ سبز ایستاده است
2.6,مردی روی تپه خاکی کنار جیپ سیاه ایستاده است,مردی با کلاه بیرون از یک وسیله نقلیه سبز رنگ ایستاده است
3.4,مردی بدون کلاه بیرون از یک جیپ سبز ایستاده است,مردی روی تپه خاکی کنار جیپ سیاه ایستاده است
2.4,مردی با کلاه بیرون از یک جیپ سبز ایستاده است,مردی روی یک جیپ سیاه روی تپه خاکی ایستاده است
4.2,یک سگ سیاه و یک سگ سفید و سیاه کوچک در حال تماشای سطح بالای آشپزخانه هستند,یک سگ بزرگ و یک سگ کوچک کنار پیشخوان آشپزخانه ایستاده اند و بو می کشند
3.8,سگی روی زمین غلت می زند,سگی روی زمین خوابیده است
4.3,سگ برنزه ای که کثیف است در خاک می غلطد و به دوربین نگاه می کند,سگی روی زمین غلت می زند
2.6,یک سگ برنزه کثیف در آب غلت می زند و به دوربین نگاه می کند,سگی روی زمین غلت می زند
4.9,یک مرد عرب کلاه سفید به سر دارد,یک کلاه سفید توسط یک مرد عرب پوشیده شده است
4.5,مردی با کلاه سفید و پیراهن قهوه ای پشت یک زن قرمز پوش است و به سمت چپ نگاه می کند,مردی با کلاه سفید و پیراهن قهوه ای پشت یک زن قرمز پوش است و به پهلو نگاه می کند
4.1,بچه های کوچکی در چشمه آب در حضور بسیاری از مردم بازی می کنند,بچه های کوچکی در چشمه آب در معرض دید تعداد کمی از مردم بازی می کنند
4.3,کودکان در فواره ای بازی می کنند که آب را از زمین پاشیده است,کودکان در فواره های زمینی بازی می کنند
3.35,کودکان در فواره ای بازی می کنند که آب را از زمین پاشیده است,حیوانات در فواره هایی بازی می کنند که آب را از زمین پاشیده اند
2.9,بچه های کوچکی در چشمه آب در حضور بسیاری از مردم بازی می کنند,حیوانات در فواره هایی بازی می کنند که آب را از زمین پاشیده اند
3.9,یک دوچرخه سوار با دوچرخه زرد هوایی است,هیچ دوچرخه سواری با دوچرخه زرد موجود در هوا وجود ندارد
4.3,شخصی که دوچرخه زرد رنگ دارد ، هوابرد دارد,شخصی با دوچرخه خاکی زرد در حال پریدن است
4.4,شخصی با دوچرخه زرد تمیز در حال پریدن است,یک دوچرخه سوار با دوچرخه زرد هوایی است
4.9,پنج بزرگسال روی پله های سنگی نشسته اند,پنج بزرگسال روی پله های ساخته شده از سنگ نشسته اند
4.1,مردم کنار دیوار نشسته اند,مردم نزدیک دیواری نشسته اند
3,پنج بزرگسال روی پله های سنگی نشسته اند,مردم نزدیک دیواری نشسته اند
1.8,پنج بزرگسال روی پله های سنگی نشسته اند,مردم در مقابل دیواری ایستاده اند
2.8,پنج بزرگسال روی صندلی نشسته اند,مردم کنار دیوار نشسته اند
4.4,یک مرد در حال صخره نوردی است و یک شهر و یک خلیج در پس زمینه است,یک شخص در حال صخره نوردی است و یک شهر و یک خلیج در پس زمینه است
3.8,مردی در حال صخره نوردی ، توقف و محاسبه مسیر است,یک مرد در حال صخره نوردی است و یک شهر و یک خلیج در پس زمینه است
3.9,یک دختر کوچک یک توپ بیس بال را از روی سه راهی گم کرده است,یک دختر کوچک با پیراهن صورتی در حال بازی توپ توپی است و تاب می خورد
3.3,یک دختر کوچک با پیراهن صورتی در حال بازی توپ توپی است و تاب می خورد,دختری دارد با توپ بیس بال کمی توپ را فشار می دهد
3.3,یک دختر کوچک در حال ضربه زدن به یک بیس بال از روی سه راهی است,پسر بچه ای با پیراهن صورتی در حال بازی توپ توپی است و تاب می خورد
4.8,مردم در یک غرفه در نمایشگاه گروه می شوند,گروهی از مردم در یک غرفه در نمایشگاه جمع می شوند
2.8,گروهی از مردم در یک غرفه در نمایشگاه جمع می شوند,مردم در یک کارناوال می دوند
3.6,مردم در یک غرفه در نمایشگاه گروه می شوند,مردم در یک کارناوال ایستاده اند
4.4,زنی با یک جفت سگ در حال راهپیمایی است,زنی در حال قدم زدن با یک جفت سگ است
2.4,زنی با یک جفت سگ در حال راهپیمایی است,یک زن در نمایشگاه سگ ها سگی را با موهای بسیار کوتاه نشان می دهد
2.8,زنی در حال قدم زدن با یک جفت سگ است,یک زن در نمایشگاه سگ ها سگی را با موهای بسیار بلند نشان می دهد
3.3,یک اسکیت بورد در حال پرش از سطح شیب دار است,هیچ اسکیت بوردی از رمپ پرش نمی کند
4.6,مردی که لباس سیاه به تن دارد ، اسکیت های درون خطی بر تن دارد و در یک ریل آکروباتیک می کند,مردی که لباس مشکی به تن دارد ، اسکیت های درون خطی بر تن دارد و در یک ریل ترفند اجرا می کند
3,یک اسکیت بورد در حال پرش از سطح شیب دار است,زنی که لباس مشکی به تن دارد ، اسکیت های درون خطی بر تن دارد و در یک ریل کلاهبرداری می کند
4.3,سه کودک در حال دویدن به دامنه تپه ای علفی هستند,سه کودک در حال دامن زدن در دامنه تپه ای علفی هستند
4.3,سه کودک در حال دامن زدن در دامنه تپه ای هستند که پوشیده از چمن است,سه کودک در حال دویدن به پایین تپه هستند
3.8,سه کودک در حال دویدن به پایین تپه هستند,سه کودک در حال دویدن به دامنه تپه ای علفی هستند
4.6,یک پرنده سیاه و نارنجی روی چمن ایستاده است,پرنده ای سیاه و نارنجی در میان چمن ها ایستاده است
3.8,یک پرنده سفید با منقاری زرد در چمنهای سبز ایستاده است,پرنده ای سیاه و منقار زرد در چمنهای سبز ایستاده است
3.7,یک پرنده سیاه و نارنجی روی چمن ایستاده است,پرنده ای سیاه و منقار زرد در چمنهای سبز ایستاده است
4.2,مردی با پیراهن در حالی که بازوها را در کنار یک زن باز کرده در حال ژست گرفتن است,مردی بدون پیراهن در حالی که بازوها را در کنار یک زن باز کرده در حال ژست گرفتن است
4.1,یک مرد بدون پیراهن با دختری که در پارک پیاده روی می کند در حال ژست گرفتن است,مردی بدون پیراهن در حالی که بازوها را در کنار یک زن باز کرده در حال ژست گرفتن است
4.4,دو توله سگ سفید در حوالی استخر بازی می کنند,دو توله سگ سفید در نزدیکی آب بازی می کنند
1.6,دو سگ سفید با هم می دوند,دو توله سگ سیاه در کنار استخر بازی می کنند
3.1,گروهی از مردم دور میز میکس صدا نیستند,گروهی از مردم در اطراف میز میکس صدا ایستاده اند
3.7,گروهی از مردم در اطراف میز میکس صدا ایستاده اند,گروهی به تجهیزات صوتی نگاه نمی کنند
4.1,یک زن و شوهر جوان در رختخواب خوابیده اند,یک زوج جوان روی تخت دراز کشیده اند
4.5,سه مرد در حال عبور از روی طناب و پل چوبی بر روی رودخانه هستند,سه نفر در حال عبور از روی طناب و پل چوبی بر روی رودخانه هستند
4,سه نفر در حال عبور از روی طناب و پل چوبی بر روی رودخانه هستند,سه نفر در حال عبور از روی یک طناب و پل فولادی بر روی رودخانه هستند
4.9,مردم از روی یک پل طناب از روی یک نهر سنگی عبور می کنند,مردم در حال عبور از روی پل طناب روی یک رودخانه سنگلاخی هستند
3.285,سه نفر در حال عبور از روی طناب و پل چوبی بر روی رودخانه هستند,مردم از روی پل طنابی که از روی یک رودخانه سنگی عبور می کند عبور نمی کنند
4.6,چهار نفر روی پل رودخانه ای قدم می زنند,چهار نفر در حال قدم زدن بر روی پلی روی یک توده آب هستند
4.1,چهار نفر در حال قدم زدن بر روی پلی روی یک توده آب هستند,چهار نفر روی پلی روی توده ای از آب نشسته اند
